Registration Number,International Designator,Object Name,Country of Origin,Date of Launch,Function,Status,Registration Document,UN Registered,GSO Location,Date of Decay or Change,Secretariat Remarks,External Website,Launch Vehicle,Place of Launch,Apogee (km),Perigee (km),Inclination (degrees),Period (minutes),NORAD_CAT_ID,SATCAT_OBJECT_TYPE,SATCAT_OPS_STATUS,SATCAT_RCS,SATCAT_DECAY_DATE
856,1974-084A,,USSR,1974-10-28,Conduct of further scientific investigation of the moon and circumlunar space.,on Moon,/osoindex/data/documents/ru/a/aac.105inf.304.html,T,------,1974-11-06,------,,,,,,,,7491,PAY,D,,1974-11-06
855,1974-083A,METEOR 1-19,USSR,1974-10-28,Acquisition of meteorological information needed for use by the weather service.,in orbit,/osoindex/data/documents/ru/a/aac.105inf.304.html,T,------,,------,,,,879.0,836.0,81.19,102.09,7490,PAY,,3.9187,
854,1974-082A,,USSR,1974-10-25,Investigation of the upper atmosphere and outer space.,recovered,/osoindex/data/documents/ru/a/aac.105inf.304.html,T,------,1974-11-06,------,,,,311.0,169.0,65.02,89.3,7483,PAY,D,,1974-11-06
853,1974-081A,,USSR,1974-10-24,Operation of the long range telephone and telegraph radio communications system and transmission of television programmes to stations in the Orbita network.,decayed,/osoindex/data/documents/ru/a/aac.105inf.304.html,T,------,1985-12-29,------,,,,658.0,95.0,63.29,92.08,7480,PAY,D,30.06,1985-12-29
852,1974-080A,(BION 2),USSR,1974-10-23,Investigation of the upper atmosphere and outer space.,recovered,/osoindex/data/documents/ru/a/aac.105inf.304.html,T,------,1974-11-12,Date of launch is 23/10/1974 using Greenwich Mean Time (GMT),,,,350.0,214.0,62.81,90.15,7478,PAY,D,,1974-11-12
851,1974-079A,,USSR,1974-10-19,Investigation of the upper atmosphere and outer space.,in orbit,/osoindex/data/documents/ru/a/aac.105inf.304.html,T,------,,Date of launch is 18/10/1974 using Greenwich Mean Time (GMT),,,,1012.0,970.0,82.94,104.93,7476,PAY,,1.841,
850,1974-078A,,USSR,1974-10-18,Investigation of the upper atmosphere and outer space.,recovered,/osoindex/data/documents/ru/a/aac.105inf.304.html,T,------,1974-10-30,------,,,,309.0,147.0,62.82,89.06,7473,PAY,D,,1974-10-30
849,1974-076A,,USSR,1974-10-11,Investigation of the upper atmosphere and outer space.,decayed,/osoindex/data/documents/ru/a/aac.105inf.304.html,T,------,1978-02-05,------,,,,190.0,172.0,73.97,88.11,7469,PAY,D,3.44,1978-02-05
848,1974-074A,,USSR,1974-09-26,Investigation of the upper atmosphere and outer space.,decayed,/osoindex/data/documents/ru/a/aac.105inf.301.html,T,------,1975-05-01,------,,,,160.0,148.0,70.97,87.57,7447,PAY,D,,1975-05-01
847,1974-073A,,USSR,1974-09-20,Investigation of the upper atmosphere and outer space.,recovered,/osoindex/data/documents/ru/a/aac.105inf.301.html,T,------,1974-10-02,------,,,,273.0,199.0,64.98,89.22,7445,PAY,D,,1974-10-02
843,1974-072E,,USSR,1974-09-19,Investigation of the upper atmosphere and outer space.,in orbit,/osoindex/data/documents/ru/a/aac.105inf.301.html,T,------,,------,,,,1472.0,1465.0,74.04,115.29,7439,PAY,,0.6643,
840,1974-072B,,USSR,1974-09-19,Investigation of the upper atmosphere and outer space.,in orbit,/osoindex/data/documents/ru/a/aac.105inf.301.html,T,------,,------,,,,1532.0,1466.0,74.03,115.96,7436,PAY,,0.6717,
844,1974-072F,,USSR,1974-09-19,Investigation of the upper atmosphere and outer space.,in orbit,/osoindex/data/documents/ru/a/aac.105inf.301.html,T,------,,------,,,,1466.0,1452.0,74.03,115.08,7440,PAY,,0.665,
842,1974-072D,,USSR,1974-09-19,Investigation of the upper atmosphere and outer space.,in orbit,/osoindex/data/documents/ru/a/aac.105inf.301.html,T,------,,------,,,,1491.0,1466.0,74.04,115.51,7438,PAY,,0.6839,
839,1974-072A,,USSR,1974-09-19,Investigation of the upper atmosphere and outer space.,in orbit,/osoindex/data/documents/ru/a/aac.105inf.301.html,T,------,,------,,,,1466.0,1396.0,74.03,114.47,7435,PAY,,0.6712,
841,1974-072C,,USSR,1974-09-19,Investigation of the upper atmosphere and outer space.,in orbit,/osoindex/data/documents/ru/a/aac.105inf.301.html,T,------,,------,,,,1510.0,1466.0,74.03,115.72,7437,PAY,,0.6876,
846,1974-072H,,USSR,1974-09-19,Investigation of the upper atmosphere and outer space.,in orbit,/osoindex/data/documents/ru/a/aac.105inf.301.html,T,------,,------,,,,1465.0,1416.0,74.04,114.68,7442,PAY,,0.6669,
845,1974-072G,,USSR,1974-09-19,Investigation of the upper atmosphere and outer space.,in orbit,/osoindex/data/documents/ru/a/aac.105inf.301.html,T,------,,------,,,,1466.0,1433.0,74.04,114.88,7441,PAY,,0.64,
838,1974-071A,,USSR,1974-09-11,Investigation of the upper atmosphere and outer space.,in orbit,/osoindex/data/documents/ru/a/aac.105inf.301.html,T,------,,------,,,,790.0,770.0,74.05,100.46,7433,PAY,,2.0473,
837,1974-069A,,USSR,1974-08-29,Investigation of the upper atmosphere and outer space.,in orbit,/osoindex/data/documents/ru/a/aac.105inf.301.html,T,------,,------,,,,1424.0,1363.0,74.06,113.64,7424,PAY,,2.667,
836,1974-068A,,USSR,1974-08-29,Investigation of the upper atmosphere and outer space.,recovered,/osoindex/data/documents/ru/a/aac.105inf.301.html,T,------,1974-09-07,------,,,,308.0,175.0,64.97,89.33,7423,PAY,D,,1974-09-07
835,1974-067A,,USSR,1974-08-26,Conduct of joint experiments with the Salyut-3 orbital scientific station.,recovered,/osoindex/data/documents/ru/a/aac.105inf.301.html,T,------,1974-08-28,------,,,,278.0,258.0,51.58,89.88,7421,PAY,D,,1974-08-28
834,1974-066A,,USSR,1974-08-16,Investigation of the upper atmosphere and outer space.,decayed,/osoindex/data/documents/ru/a/aac.105inf.301.html,T,------,1991-06-01,------,,,,154.0,139.0,81.11,87.41,7417,PAY,D,16.8546,1991-06-01
833,1974-064A,,USSR,1974-08-12,Investigation of the upper atmosphere and outer space.,recovered,/osoindex/data/documents/ru/a/aac.105inf.301.html,T,------,1974-08-18,------,,,,224.0,219.0,51.76,88.92,7413,PAY,D,,1974-08-18
832,1974-062A,,USSR,1974-08-07,Investigation of the upper atmosphere and outer space.,recovered,/osoindex/data/documents/ru/a/aac.105inf.301.html,T,------,1974-08-20,------,,,,322.0,165.0,62.82,89.37,7409,PAY,D,,1974-08-20
831,1974-061A,,USSR,1974-08-06,Investigation of the upper atmosphere and outer space.,recovered,/osoindex/data/documents/ru/a/aac.105inf.301.html,T,------,1974-08-09,------,,,,286.0,210.0,50.55,89.46,7405,PAY,D,,1974-08-09
830,1974-060A,,USSR,1974-07-30,Arrangements for experimental television broadcasts and establishment of long-range radio-communications.,in GSO,/osoindex/data/documents/ru/a/aac.105inf.298.html,T,+90 degrees East,,Date of launch is 29/07/1974 using Greenwich Mean Time (GMT),,,,35802.0,35731.0,1.84,1435.05,7392,PAY,,1.9952,
829,1974-059A,,USSR,1974-07-26,Investigation of the upper atmosphere and outer space.,recovered,/osoindex/data/documents/ru/a/aac.105inf.298.html,T,------,1974-08-08,------,,,,206.0,185.0,81.33,88.41,7389,PAY,D,,1974-08-08
828,1974-058A,,USSR,1974-07-25,Investigation of the upper atmosphere and outer space.,decayed,/osoindex/data/documents/ru/a/aac.105inf.298.html,T,------,1975-02-21,------,,,,183.0,165.0,70.94,87.96,7385,PAY,D,,1975-02-21
827,1974-057A,,USSR,1974-07-25,Investigation of the upper atmosphere and outer space.,recovered,/osoindex/data/documents/ru/a/aac.105inf.298.html,T,------,1974-08-07,------,,,,276.0,169.0,64.97,88.95,7383,PAY,D,,1974-08-07
826,1974-056A,,USSR,1974-07-23,"Continued operation of the long-range telephone and telegraph radio-communications system in the USSR, transmission of USSR central television programmes to stations in the Orbita network, and international co-operation",in orbit,/osoindex/data/documents/ru/a/aac.105inf.298.html,T,------,,------,,,,38102.0,2175.0,65.34,716.21,7376,PAY,,13.6659,
825,1974-053A,,USSR,1974-07-12,Investigation of the upper atmosphere and outer space.,recovered,/osoindex/data/documents/ru/a/aac.105inf.298.html,T,------,1974-07-25,------,,,,310.0,170.0,62.81,89.3,7367,PAY,D,,1974-07-25
824,1974-052A,,USSR,1974-07-09,Acquisition of meteorological information needed for use by the weather service.,in orbit,/osoindex/data/documents/ru/a/aac.105inf.298.html,T,------,,------,,,,905.0,881.0,81.23,102.84,7363,PAY,,4.4523,
823,1974-051A,,USSR,1974-07-03,Conduct of joint experiments with the Salyut-3 orbital scientific station; comprehensive checking of improved on-board systems of the Soyuz spacecraft under various flight conditions.,recovered,/osoindex/data/documents/ru/a/aac.105inf.298.html,T,------,1974-07-19,------,,,,279.0,255.0,51.55,89.85,7361,PAY,D,,1974-07-19
821,1974-049A,,USSR,1974-06-29,Investigation of the upper atmosphere and outer space.,recovered,/osoindex/data/documents/ru/a/aac.105inf.298.html,T,------,1974-07-11,------,,,,328.0,202.0,72.84,89.81,7351,PAY,D,,1974-07-11
822,1974-050A,,USSR,1974-06-29,Investigation of the upper atmosphere and outer space.,decayed,/osoindex/data/documents/ru/a/aac.105inf.298.html,T,------,1990-07-06,------,,,,39832.0,180.0,61.91,710.85,7352,PAY,D,15.922,1990-07-06
820,1974-048A,,USSR,1974-06-27,Investigation of the upper atmosphere and outer space.,in orbit,/osoindex/data/documents/ru/a/aac.105inf.298.html,T,------,,------,,,,998.0,959.0,82.95,104.66,7349,PAY,,1.9313,
819,1974-047A,,USSR,1974-06-26,Investigation of the upper atmosphere and outer space.,decayed,/osoindex/data/documents/ru/a/aac.105inf.298.html,T,------,1976-08-28,------,,,,168.0,168.0,70.89,87.85,7347,PAY,D,,1976-08-28
818,1974-046A,,USSR,1974-06-25,"Further testing of improved station design, on-board systems and equipment; conduct of scientific and technical research and experiments in spaceflight.",deorbited,/osoindex/data/documents/ru/a/aac.105inf.298.html,T,------,1975-01-24,Date of launch is 24/06/1974 using Greenwich Mean Time (GMT),,,,239.0,218.0,51.56,89.07,7342,PAY,D,,1975-01-24
817,1974-045A,,USSR,1974-06-21,Investigation of the upper atmosphere and outer space.,decayed,/osoindex/data/documents/ru/a/aac.105inf.296.html,T,------,1980-08-27,------,,,,208.0,192.0,74.05,88.5,7339,PAY,D,4.9093,1980-08-27
816,1974-044A,,USSR,1974-06-18,Investigation of the upper atmosphere and outer space.,in orbit,/osoindex/data/documents/ru/a/aac.105inf.296.html,T,------,,------,,,,987.0,367.0,82.94,98.3,7337,PAY,,2.941,
815,1974-043A,,USSR,1974-06-13,Investigation of the upper atmosphere and outer space.,recovered,/osoindex/data/documents/ru/a/aac.105inf.296.html,T,------,1974-06-26,------,,,,330.0,148.0,62.81,89.28,7334,PAY,D,,1974-06-26
814,1974-041A,,USSR,1974-06-06,Investigation of the upper atmosphere and outer space.,recovered,/osoindex/data/documents/ru/a/aac.105inf.296.html,T,------,1974-06-18,------,,,,274.0,200.0,64.96,89.24,7328,PAY,D,,1974-06-18
813,1974-038A,,USSR,1974-05-30,Investigation of the upper atmosphere and outer space.,recovered,/osoindex/data/documents/ru/a/aac.105inf.296.html,T,------,1974-06-13,------,,,,295.0,172.0,62.79,89.17,7317,PAY,D,,1974-06-12
812,1974-037A,,USSR,1974-05-29,"Scientific investigation of the moon and circumlunar space from the orbit of an artificial satellite of the Moon, which was begun by the Luna 19 automatic station.",selenocentric,/osoindex/data/documents/ru/a/aac.105inf.296.html,T,------,,------,,,,,,,,7315,PAY,,,
811,1974-036A,,USSR,1974-05-27,Investigation of the upper atmosphere and outer space.,recovered,/osoindex/data/documents/ru/a/aac.105inf.296.html,T,------,1974-05-29,------,,,,373.0,194.0,51.6,90.19,7313,PAY,D,,1974-05-29
810,1974-035A,,USSR,1974-05-21,Investigation of the upper atmosphere and outer space.,decayed,/osoindex/data/documents/ru/a/aac.105inf.296.html,T,------,1980-11-19,------,,,,156.0,145.0,73.92,87.49,7306,PAY,D,6.1261,1980-11-19
808,1974-032A,,USSR,1974-05-17,Investigation of the upper atmosphere and outer space.,in orbit,/osoindex/data/documents/ru/a/aac.105inf.294.html,T,------,,NPS satellite. Reactor shut down 30/07/1974. Estimated duration of orbit (years): 2000,,,,1004.0,926.0,64.95,104.38,7297,PAY,,2.946,
809,1974-034A,,USSR,1974-05-17,Investigation of solar ultraviolet rays and X-rays and the earth's upper atmosphere.,decayed,/osoindex/data/documents/ru/a/aac.105inf.296.html,T,------,1979-09-06,------,,,,198.0,197.0,50.64,88.45,7299,PAY,D,5.0763,1979-09-06
807,1974-031A,,USSR,1974-05-15,Investigation of the upper atmosphere and outer space.,recovered,/osoindex/data/documents/ru/a/aac.105inf.294.html,T,------,1974-05-27,------,,,,270.0,187.0,62.81,89.07,7293,PAY,D,,1974-05-27
806,1974-030A,,USSR,1974-05-15,Investigation of the upper atmosphere and outer space.,recovered,/osoindex/data/documents/ru/a/aac.105inf.294.html,T,------,1974-05-23,------,,,,304.0,172.0,51.76,89.26,7292,PAY,D,,1974-05-23
805,1974-029A,,USSR,1974-05-15,Investigation of the upper atmosphere and outer space.,in orbit,/osoindex/data/documents/ru/a/aac.105inf.294.html,T,------,,NPS satellite. Reactor shut down 25/07/1974. Estimated duration of orbit (years): 1260,,,,936.0,899.0,64.97,103.37,7291,PAY,,2.026,
803,1974-027A,,USSR,1974-04-29,Investigation of the upper atmosphere and outer space.,recovered,/osoindex/data/documents/ru/a/aac.105inf.294.html,T,------,1974-05-11,------,,,,284.0,178.0,62.81,89.12,7280,PAY,D,,1974-05-11
804,1974-028A,,USSR,1974-04-29,Investigation of the upper atmosphere and outer space.,in orbit,/osoindex/data/documents/ru/a/aac.105inf.294.html,T,------,,------,,,,1400.0,1367.0,74.04,113.42,7281,PAY,,2.9233,
802,1974-026A,,USSR,1974-04-26,"Operation of the long-range telephone and telegraph radio-communications system in the USSR, transmission of USSR central television programmes to stations in the Orbita network, and international co-operation",in orbit,/osoindex/data/documents/ru/a/aac.105inf.294.html,T,------,,------,,,,32327.0,1391.0,64.4,587.52,7276,PAY,,14.5537,
801,1974-025A,,USSR,1974-04-23,Acquisition of meteorological information needed for use by the weather service.,in orbit,/osoindex/data/documents/ru/a/aac.105inf.294.html,T,------,,------,,,,876.0,850.0,81.21,102.21,7274,PAY,,4.0242,
798,1974-024F,,USSR,1974-04-23,Investigation of the upper atmosphere and outer space.,in orbit,/osoindex/data/documents/ru/a/aac.105inf.294.html,T,------,,------,,,,1484.0,1403.0,74.02,114.74,7270,PAY,,0.6964,
797,1974-024E,,USSR,1974-04-23,Investigation of the upper atmosphere and outer space.,in orbit,/osoindex/data/documents/ru/a/aac.105inf.294.html,T,------,,------,,,,1481.0,1369.0,74.02,114.33,7269,PAY,,0.6646,
796,1974-024D,,USSR,1974-04-23,Investigation of the upper atmosphere and outer space.,in orbit,/osoindex/data/documents/ru/a/aac.105inf.294.html,T,------,,------,,,,1482.0,1334.0,74.02,113.95,7268,PAY,,0.679,
795,1974-024C,,USSR,1974-04-23,Investigation of the upper atmosphere and outer space.,in orbit,/osoindex/data/documents/ru/a/aac.105inf.294.html,T,------,,------,,,,1481.0,1352.0,74.02,114.14,7267,PAY,,0.6629,
794,1974-024B,,USSR,1974-04-23,Investigation of the upper atmosphere and outer space.,in orbit,/osoindex/data/documents/ru/a/aac.105inf.294.html,T,------,,------,,,,1479.0,1319.0,74.01,113.76,7266,PAY,,0.729,
793,1974-024A,,USSR,1974-04-23,Investigation of the upper atmosphere and outer space.,in orbit,/osoindex/data/documents/ru/a/aac.105inf.294.html,T,------,,------,,,,1481.0,1386.0,74.02,114.53,7265,PAY,,0.687,
800,1974-024H,,USSR,1974-04-23,Investigation of the upper atmosphere and outer space.,in orbit,/osoindex/data/documents/ru/a/aac.105inf.294.html,T,------,,------,,,,1489.0,1437.0,74.02,115.17,7272,PAY,,0.6945,
799,1974-024G,,USSR,1974-04-23,Investigation of the upper atmosphere and outer space.,in orbit,/osoindex/data/documents/ru/a/aac.105inf.294.html,T,------,,------,,,,1482.0,1423.0,74.02,114.94,7271,PAY,,0.6763,
792,1974-023A,,USSR,1974-04-20,Continued operation of the long-range telephone and telegraph radio-communications system and transmission of television programmes to stations in the Orbita network,decayed,/osoindex/data/documents/ru/a/aac.105inf.294.html,T,------,1983-11-17,------,,,,1437.0,78.0,63.46,99.99,7260,PAY,D,23.21,1983-11-17
791,1974-021A,,USSR,1974-04-11,Investigation of the upper atmosphere and outer space.,recovered,/osoindex/data/documents/ru/a/aac.105inf.290.html,T,------,1974-04-23,------,,,,203.0,186.0,81.32,88.39,7245,PAY,D,,1974-04-23
790,1974-019A,,USSR,1974-04-04,Investigation of the upper atmosphere and outer space.,recovered,/osoindex/data/documents/ru/a/aac.105inf.290.html,T,------,1974-04-15,------,,,,230.0,175.0,81.33,88.54,7240,PAY,D,,1974-04-15
789,1974-018A,,USSR,1974-04-03,Investigation of the upper atmosphere and outer space.,recovered,/osoindex/data/documents/ru/a/aac.105inf.290.html,T,------,1974-04-13,------,,,,263.0,225.0,51.78,89.38,7234,PAY,D,,1974-04-13
788,1974-017A,(STACIONAR),USSR,1974-03-26,Investigation of outer space.,in GSO,/osoindex/data/documents/ru/a/aac.105inf.290.html,T,+80 degrees East (?),,------,,,,35808.0,35481.0,1.3,1428.85,7229,PAY,,2.7169,
787,1974-016A,,USSR,1974-03-20,Investigation of the upper atmosphere and outer space.,recovered,/osoindex/data/documents/ru/a/aac.105inf.290.html,T,------,1974-04-03,------,,,,274.0,168.0,65.03,88.92,7225,PAY,D,,1974-04-03
786,1974-014A,,USSR,1974-03-14,Investigation of the upper atmosphere and outer space.,recovered,/osoindex/data/documents/ru/a/aac.105inf.290.html,T,------,1974-03-26,------,,,,315.0,201.0,72.82,89.67,7216,PAY,D,,1974-03-26
785,1974-012A,,USSR,1974-03-05,Investigation of the upper atmosphere and outer space.,decayed,/osoindex/data/documents/ru/a/aac.105inf.290.html,T,------,1974-10-09,------,,,,185.0,170.0,70.9,88.04,7211,PAY,D,,1974-10-09
784,1974-011A,,USSR,1974-03-05,Investigation of the upper atmosphere and outer space.,in orbit,/osoindex/data/documents/ru/a/aac.105inf.290.html,T,------,,------,,,,872.0,816.0,81.23,101.8,7209,PAY,,3.8105,
783,1974-010A,,USSR,1974-02-27,Investigation of the upper atmosphere and outer space.,decayed,/osoindex/data/documents/ru/a/aac.105inf.290.html,T,------,1974-10-04,------,,,,200.0,179.0,70.96,88.28,7187,PAY,D,,1974-10-04
782,1974-006A,,USSR,1974-02-12,Investigation of the upper atmosphere and outer space.,recovered,/osoindex/data/documents/ru/a/aac.105inf.290.html,T,------,1974-02-26,------,,,,282.0,171.0,65.0,89.03,7117,PAY,D,,1974-02-26
781,1974-005A,,USSR,1974-02-06,Investigation of the upper atmosphere and outer space.,decayed,/osoindex/data/documents/ru/a/aac.105inf.290.html,T,------,1980-10-03,------,,,,151.0,126.0,74.02,87.26,7109,PAY,D,5.47,1980-10-03
780,1974-004A,,USSR,1974-01-30,Investigation of the upper atmosphere and outer space.,recovered,/osoindex/data/documents/ru/a/aac.105inf.288.html,T,------,1974-02-13,------,,,,290.0,169.0,72.85,89.08,7104,PAY,D,,1974-02-13
779,1974-003A,,USSR,1974-01-24,Investigation of the upper atmosphere and outer space.,recovered,/osoindex/data/documents/ru/a/aac.105inf.288.html,T,------,1974-02-05,------,,,,280.0,194.0,62.8,89.24,7100,PAY,D,,1974-02-05
